RMU_NO,ZENON_GSS-FID,ZENON_signal_name,ZENON_DOT_NO,ADMS_GSS-FID,ADMS_signal_name,ADMS_DOT_NO
34661,JED-NTH-DHN-40,34661_Y1-RMU34002_AMP_A,13015,JED-NTH ABH AH303,34661 Y1 i_a_value(A),13015
34661,JED-NTH-DHN-40,34661_Y1-RMU34002_AMP_B,13016,JED-NTH ABH AH303,34661 Y1 i_b_value(A),13016
34661,JED-NTH-DHN-40,34661_Y1-RMU34002_AMP_C,13017,JED-NTH ABH AH303,34661 Y1 i_c_value(A),13017
34661,JED-NTH-DHN-40,34661_Y1-RMU34002_AMP_N,13018,JED-NTH ABH AH303,34661 Y1 i_n_value(A),13018
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_AMP_A,13019,JED-NTH ABH AH303,34661 Q1 i_a_value(A),13019
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_AMP_B,13020,JED-NTH ABH AH303,34661 Q1 i_b_value(A),13020
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_AMP_C,13021,JED-NTH ABH AH303,34661 Q1 i_c_value(A),13021
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_AMP_N,13022,JED-NTH ABH AH303,34661 Q1 i_n_value(A),13022
34661,JED-NTH-DHN-40,34661_Y2-RMU14858_AMP_A,13023,JED-NTH ABH AH303,34661 Y2 i_a_value(A),13023
34661,JED-NTH-DHN-40,34661_Y2-RMU14858_AMP_B,13024,JED-NTH ABH AH303,34661 Y2 i_b_value(A),13024
34661,JED-NTH-DHN-40,34661_Y2-RMU14858_AMP_C,13025,JED-NTH ABH AH303,34661 Y2 i_c_value(A),13025
34661,JED-NTH-DHN-40,34661_Y2-RMU14858_AMP_N,13026,JED-NTH ABH AH303,34661 Y2 i_n_value(A),13026
34661,,,,JED-NTH ABH AH303,34661 Y1 S(kVA),13057
34661,,,,JED-NTH ABH AH303,34661 Y1 P(kW),13058
34661,,,,JED-NTH ABH AH303,34661 Y1 Q(kVar),13059
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_VOLT_A,13060,JED-NTH ABH AH303,34661 Q1 u_ab_value(kV),13060
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_VOLT_B,13061,JED-NTH ABH AH303,34661 Q1 u_bc_value(kV),13061
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_VOLT_C,13062,JED-NTH ABH AH303,34661 Q1 u_ca_value(kV),13062
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_VOLT_N,13063,JED-NTH ABH AH303,34661 Q1 u_n_value(kV),13063
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_KVA,13064,JED-NTH ABH AH303,34661 Q1 S(kVA),13064
34661,JED-NTH-DHN-40,34661_Y2-RMU14858_KVA,13064,,,
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_KW,13065,JED-NTH ABH AH303,34661 Q1 P(kW),13065
34661,JED-NTH-DHN-40,34661_Y2-RMU14858_KW,13065,,,
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_KVAR,13066,JED-NTH ABH AH303,34661 Q1 Q(kVar),13066
34661,JED-NTH-DHN-40,34661_Y2-RMU14858_KVAR,13066,,,
34661,JED-NTH-DHN-40,34661_TR1-RMU34661_PF,13067,JED-NTH ABH AH303,34661 Q1 Power factor,13067
34661,,,,JED-NTH ABH AH303,34661 Y2 S(kVA),13068
34661,,,,JED-NTH ABH AH303,34661 Y2 P(kW),13069
34661,,,,JED-NTH ABH AH303,34661 Y2 Q(kVar),13070
34802,,,,JED-NTH ABH AH314,34802 Y1 CMD,1
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_CMD,5,JED-NTH ABH AH314,34802 Q1 CMD,5
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_CMD,9,JED-NTH ABH AH314,34802 Y2 CMD,9
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_CMD,13,,,
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_ST_LOCK,1000,JED-NTH ABH AH314,34802 Y1/Lock/Unlock indication value,1000
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_ST_GND,1001,JED-NTH ABH AH314,34802 KY1 state,1001
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_ST_LOCK,1002,JED-NTH ABH AH314,34802 Q1/Lock/Unlock indication value,1002
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_ST_GND,1003,JED-NTH ABH AH314,34802 KQ1 state,1003
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_ST_LOCK,1004,JED-NTH ABH AH314,34802 Y2/Lock/Unlock indication value,1004
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_ST_GND,1005,JED-NTH ABH AH314,34802 KY2 state,1005
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_ST_LOCK,1006,,,
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_ST_GND,1007,,,
34802,JED-NTH-FRDS-44,34802_BATT_LOW,1008,JED-NTH ABH AH314,34802 Battery low value,1008
34802,JED-NTH-FRDS-44,34802_GAS_LOW,1009,JED-NTH ABH AH314,34802 Gas low value,1009
34802,JED-NTH-FRDS-44,34802_AC_FAIL,1010,JED-NTH ABH AH314,34802 AC power fail value,1010
34802,JED-NTH-FRDS-44,34802_DOOR_OPENED,1011,JED-NTH ABH AH314,34802 Door open value,1011
34802,JED-NTH-FRDS-44,34802_DC_ST,1012,JED-NTH ABH AH314,34802 DC power fail value,1012
34802,JED-NTH-FRDS-44,34802_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH314,34802 Motor circuit fail value,1013
34802,JED-NTH-FRDS-44,34802_RTU_FAIL,1277,JED-NTH ABH AH314,34802 RTU Self diagnostic value,1277
34802,JED-NTH-FRDS-44,34802_EFI,1278,JED-NTH ABH AH314,34802 EFI (Fault indication) value,1278
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_PROT_HEALTH,1279,JED-NTH ABH AH314,34802 Protection Health value,1279
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_PROT_TRIP_EFI,1280,JED-NTH ABH AH314,34802 Protection Trip (Earth fault) value,1280
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH314,34802 Protection Trip (Phase fault) value,1281
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_PROT_HEALTH,1282,,,
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_PROT_TRIP_EFI,1283,,,
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_PROT_TRIP_PH_FLT,1284,,,
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_ST,11000,JED-NTH ABH AH314,34802 Y1 state,11000
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_ST,11001,JED-NTH ABH AH314,34802 Q1 state,11001
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_ST,11002,JED-NTH ABH AH314,34802 Y2 state,11002
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_ST,11003,,,
34802,JED-NTH-FRDS-44,34802_LR,11004,JED-NTH ABH AH314,34802 Remote/Local value,11004
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_AMP_A,13015,JED-NTH ABH AH314,34802 Y1 i_a_value(A),13015
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_AMP_B,13016,JED-NTH ABH AH314,34802 Y1 i_b_value(A),13016
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_AMP_C,13017,JED-NTH ABH AH314,34802 Y1 i_c_value(A),13017
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_AMP_N,13018,JED-NTH ABH AH314,34802 Y1 i_n_value(A),13018
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_AMP_A,13019,JED-NTH ABH AH314,34802 Q1 i_a_value(A),13019
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_AMP_B,13020,JED-NTH ABH AH314,34802 Q1 i_b_value(A),13020
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_AMP_C,13021,JED-NTH ABH AH314,34802 Q1 i_c_value(A),13021
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_AMP_N,13022,JED-NTH ABH AH314,34802 Q1 i_n_value(A),13022
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_AMP_A,13023,JED-NTH ABH AH314,34802 Y2 i_a_value(A),13023
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_AMP_B,13024,JED-NTH ABH AH314,34802 Y2 i_b_value(A),13024
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_AMP_C,13025,JED-NTH ABH AH314,34802 Y2 i_c_value(A),13025
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_AMP_N,13026,JED-NTH ABH AH314,34802 Y2 i_n_value(A),13026
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_AMP_A,13027,,,
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_AMP_B,13028,,,
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_AMP_C,13029,,,
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_AMP_N,13030,,,
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_KVA,13057,JED-NTH ABH AH314,34802 Y1 S(kVA),13057
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_KW,13058,JED-NTH ABH AH314,34802 Y1 P(kW),13058
34802,JED-NTH-FRDS-44,34802_Y1-RMU29802_KVAR,13059,JED-NTH ABH AH314,34802 Y1 Q(kVar),13059
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_KVA,13060,JED-NTH ABH AH314,34802 Q1 u_ab_value(kV),13060
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_KW,13061,JED-NTH ABH AH314,34802 Q1 u_bc_value(kV),13061
34802,JED-NTH-FRDS-44,34802_TR1-RMU34802_KVAR,13062,JED-NTH ABH AH314,34802 Q1 u_ca_value(kV),13062
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_VOLT_A,13063,JED-NTH ABH AH314,34802 Q1 u_n_value(kV),13063
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_VOLT_B,13064,JED-NTH ABH AH314,34802 Q1 S(kVA),13064
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_VOLT_C,13065,JED-NTH ABH AH314,34802 Q1 P(kW),13065
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_VOLT_N,13066,JED-NTH ABH AH314,34802 Q1 Q(kVar),13066
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_KVA,13067,JED-NTH ABH AH314,34802 Q1 Power factor,13067
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_KW,13068,JED-NTH ABH AH314,34802 Y2 S(kVA),13068
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_KVAR,13069,JED-NTH ABH AH314,34802 Y2 P(kW),13069
34802,JED-NTH-FRDS-44,34802_TR2-RMU34802_PF,13070,JED-NTH ABH AH314,34802 Y2 Q(kVar),13070
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_KVA,13071,,,
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_KW,13072,,,
34802,JED-NTH-FRDS-44,34802_Y2-RMU33888_KVAR,13073,,,
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_CMD,1,JED-NTH ABH AH321,35150 Y1 CMD,1
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_CMD,5,JED-NTH ABH AH321,35150 Q1 CMD,5
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_CMD,9,JED-NTH ABH AH321,35150 Y2 CMD,9
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_ST_LOCK,1000,JED-NTH ABH AH321,35150 Y1/Lock/Unlock indication value,1000
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_ST_GND,1001,JED-NTH ABH AH321,35150 KY1 state,1001
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_ST_LOCK,1002,JED-NTH ABH AH321,35150 Q1/Lock/Unlock indication value,1002
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_ST_GND,1003,JED-NTH ABH AH321,35150 KQ1 state,1003
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_ST_LOCK,1004,JED-NTH ABH AH321,35150 Y2/Lock/Unlock indication value,1004
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_ST_GND,1005,JED-NTH ABH AH321,35150 KY2 state,1005
35150,JED-NTH-JUAS-23,35150_BATT_LOW,1008,JED-NTH ABH AH321,35150 Battery low value,1008
35150,JED-NTH-JUAS-23,35150_GAS_LOW,1009,JED-NTH ABH AH321,35150 Gas low value,1009
35150,JED-NTH-JUAS-23,35150_AC_FAIL,1010,JED-NTH ABH AH321,35150 AC power fail value,1010
35150,JED-NTH-JUAS-23,35150_DOOR_OPENED,1011,JED-NTH ABH AH321,35150 Door open value,1011
35150,JED-NTH-JUAS-23,35150_DC_ST,1012,JED-NTH ABH AH321,35150 DC power fail value,1012
35150,JED-NTH-JUAS-23,35150_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH321,35150 Motor circuit fail value,1013
35150,JED-NTH-JUAS-23,35150_RTU_FAIL,1277,JED-NTH ABH AH321,35150 RTU Self diagnostic value,1277
35150,JED-NTH-JUAS-23,35150_EFI,1278,JED-NTH ABH AH321,35150 EFI (Fault indication) value,1278
35150,JED-NTH-JUAS-23,35150_PROT_HEALTH,1279,JED-NTH ABH AH321,35150 Protection Health value,1279
35150,JED-NTH-JUAS-23,35150_PROT_TRIP_EFI,1280,JED-NTH ABH AH321,35150 Protection Trip (Earth fault) value,1280
35150,JED-NTH-JUAS-23,35150_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH321,35150 Protection Trip (Phase fault) value,1281
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_ST,11000,JED-NTH ABH AH321,35150 Y1 state,11000
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_ST,11001,JED-NTH ABH AH321,35150 Q1 state,11001
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_ST,11002,JED-NTH ABH AH321,35150 Y2 state,11002
35150,JED-NTH-JUAS-23,35150_LR,11004,JED-NTH ABH AH321,35150 Remote/Local value,11004
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_AMP_A,13015,JED-NTH ABH AH321,35150 Y1 i_a_value(A),13015
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_AMP_B,13016,JED-NTH ABH AH321,35150 Y1 i_b_value(A),13016
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_AMP_C,13017,JED-NTH ABH AH321,35150 Y1 i_c_value(A),13017
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_AMP_N,13018,JED-NTH ABH AH321,35150 Y1 i_n_value(A),13018
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_AMP_A,13019,JED-NTH ABH AH321,35150 Q1 i_a_value(A),13019
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_AMP_B,13020,JED-NTH ABH AH321,35150 Q1 i_b_value(A),13020
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_AMP_C,13021,JED-NTH ABH AH321,35150 Q1 i_c_value(A),13021
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_AMP_N,13022,JED-NTH ABH AH321,35150 Q1 i_n_value(A),13022
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_AMP_A,13023,JED-NTH ABH AH321,35150 Y2 i_a_value(A),13023
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_AMP_B,13024,JED-NTH ABH AH321,35150 Y2 i_b_value(A),13024
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_AMP_C,13025,JED-NTH ABH AH321,35150 Y2 i_c_value(A),13025
35150,JED-NTH-JUAS-23,35150_Y2-RMU27545_AMP_N,13026,JED-NTH ABH AH321,35150 Y2 i_n_value(A),13026
35150,,,,JED-NTH ABH AH321,35150 Y1 S(kVA),13057
35150,,,,JED-NTH ABH AH321,35150 Y1 P(kW),13058
35150,,,,JED-NTH ABH AH321,35150 Y1 Q(kVar),13059
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_VOLT_A,13060,JED-NTH ABH AH321,35150 Q1 u_ab_value(kV),13060
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_VOLT_B,13061,JED-NTH ABH AH321,35150 Q1 u_bc_value(kV),13061
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_VOLT_C,13062,JED-NTH ABH AH321,35150 Q1 u_ca_value(kV),13062
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_VOLT_N,13063,JED-NTH ABH AH321,35150 Q1 u_n_value(kV),13063
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_KVA,13064,JED-NTH ABH AH321,35150 Q1 S(kVA),13064
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_KVA,13064,,,
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_KW,13065,JED-NTH ABH AH321,35150 Q1 P(kW),13065
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_KW,13065,,,
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_KVAR,13066,JED-NTH ABH AH321,35150 Q1 Q(kVar),13066
35150,JED-NTH-JUAS-23,35150_Y1-RMU27546_KVAR,13066,,,
35150,JED-NTH-JUAS-23,35150_TR1-RMU35150_PF,13067,JED-NTH ABH AH321,35150 Q1 Power factor,13067
35150,,,,JED-NTH ABH AH321,35150 Y2 S(kVA),13068
35150,,,,JED-NTH ABH AH321,35150 Y2 P(kW),13069
35150,,,,JED-NTH ABH AH321,35150 Y2 Q(kVar),13070
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_CMD,1,JED-NTH ABH AH314,36236 Y1 CMD,1
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_CMD,5,JED-NTH ABH AH314,36236 Q1 CMD,5
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_CMD,9,JED-NTH ABH AH314,36236 Y2 CMD,9
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_ST_LOCK,1000,JED-NTH ABH AH314,36236 Y1/Lock/Unlock indication value,1000
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_ST_GND,1001,JED-NTH ABH AH314,36236 KY1 state,1001
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_ST_LOCK,1002,JED-NTH ABH AH314,36236 Q1/Lock/Unlock indication value,1002
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_ST_GND,1003,JED-NTH ABH AH314,36236 KQ1 state,1003
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_ST_LOCK,1004,JED-NTH ABH AH314,36236 Y2/Lock/Unlock indication value,1004
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_ST_GND,1005,JED-NTH ABH AH314,36236 KY2 state,1005
36236,JED-NTH-HHR2-44,36236_BATT_LOW,1008,JED-NTH ABH AH314,36236 Battery low value,1008
36236,JED-NTH-HHR2-44,36236_GAS_LOW,1009,JED-NTH ABH AH314,36236 Gas low value,1009
36236,JED-NTH-HHR2-44,36236_AC_FAIL,1010,JED-NTH ABH AH314,36236 AC power fail value,1010
36236,JED-NTH-HHR2-44,36236_DOOR_OPENED,1011,JED-NTH ABH AH314,36236 Door open value,1011
36236,JED-NTH-HHR2-44,36236_DC_ST,1012,JED-NTH ABH AH314,36236 DC power fail value,1012
36236,JED-NTH-HHR2-44,36236_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH314,36236 Motor circuit fail value,1013
36236,JED-NTH-HHR2-44,36236_RTU_FAIL,1277,JED-NTH ABH AH314,36236 RTU Self diagnostic value,1277
36236,JED-NTH-HHR2-44,36236_EFI,1278,JED-NTH ABH AH314,36236 EFI (Fault indication) value,1278
36236,JED-NTH-HHR2-44,36236_PROT_HEALTH,1279,JED-NTH ABH AH314,36236 Protection Health value,1279
36236,JED-NTH-HHR2-44,36236_PROT_TRIP_EFI,1280,JED-NTH ABH AH314,36236 Protection Trip (Earth fault) value,1280
36236,JED-NTH-HHR2-44,36236_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH314,36236 Protection Trip (Phase fault) value,1281
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_ST,11000,JED-NTH ABH AH314,36236 Y1 state,11000
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_ST,11001,JED-NTH ABH AH314,36236 Q1 state,11001
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_ST,11002,JED-NTH ABH AH314,36236 Y2 state,11002
36236,JED-NTH-HHR2-44,36236_LR,11004,JED-NTH ABH AH314,36236 Remote/Local value,11004
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_AMP_A,13015,JED-NTH ABH AH314,36236 Y1 i_a_value(A),13015
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_AMP_B,13016,JED-NTH ABH AH314,36236 Y1 i_b_value(A),13016
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_AMP_C,13017,JED-NTH ABH AH314,36236 Y1 i_c_value(A),13017
36236,JED-NTH-HHR2-44,36236_Y1-RMU29798_AMP_N,13018,JED-NTH ABH AH314,36236 Y1 i_n_value(A),13018
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_AMP_A,13019,JED-NTH ABH AH314,36236 Q1 i_a_value(A),13019
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_AMP_B,13020,JED-NTH ABH AH314,36236 Q1 i_b_value(A),13020
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_AMP_C,13021,JED-NTH ABH AH314,36236 Q1 i_c_value(A),13021
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_AMP_N,13022,JED-NTH ABH AH314,36236 Q1 i_n_value(A),13022
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_AMP_A,13023,JED-NTH ABH AH314,36236 Y2 i_a_value(A),13023
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_AMP_B,13024,JED-NTH ABH AH314,36236 Y2 i_b_value(A),13024
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_AMP_C,13025,JED-NTH ABH AH314,36236 Y2 i_c_value(A),13025
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_AMP_N,13026,JED-NTH ABH AH314,36236 Y2 i_n_value(A),13026
36236,,,,JED-NTH ABH AH314,36236 Y1 S(kVA),13057
36236,,,,JED-NTH ABH AH314,36236 Y1 P(kW),13058
36236,,,,JED-NTH ABH AH314,36236 Y1 Q(kVar),13059
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_VOLT_A,13060,JED-NTH ABH AH314,36236 Q1 u_ab_value(kV),13060
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_VOLT_B,13061,JED-NTH ABH AH314,36236 Q1 u_bc_value(kV),13061
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_VOLT_C,13062,JED-NTH ABH AH314,36236 Q1 u_ca_value(kV),13062
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_VOLT_N,13063,JED-NTH ABH AH314,36236 Q1 u_n_value(kV),13063
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_KVA,13064,JED-NTH ABH AH314,36236 Q1 S(kVA),13064
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_KVA,13064,,,
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_KW,13065,JED-NTH ABH AH314,36236 Q1 P(kW),13065
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_KW,13065,,,
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_KVAR,13066,JED-NTH ABH AH314,36236 Q1 Q(kVar),13066
36236,JED-NTH-HHR2-44,36236_Y2-RMU36813_KVAR,13066,,,
36236,JED-NTH-HHR2-44,36236_TR1-RMU36236_PF,13067,JED-NTH ABH AH314,36236 Q1 Power factor,13067
36236,,,,JED-NTH ABH AH314,36236 Y2 S(kVA),13068
36236,,,,JED-NTH ABH AH314,36236 Y2 P(kW),13069
36236,,,,JED-NTH ABH AH314,36236 Y2 Q(kVar),13070
36352,JED-NTH-JUAS-23,36352_Y1-RMU22655_CMD,1,JED-NTH ABH AH321,36352 Y1 CMD,1
36352,JED-NTH-JUAS-23,36352_TR1-RMU36352_CMD,5,JED-NTH ABH AH321,36352 Q1 CMD,5
36352,JED-NTH-JUAS-23,36352_Y2-RMU28058_CMD,9,JED-NTH ABH AH321,36352 Q2 CMD,9
36352,,,,JED-NTH ABH AH321,36352 Y2 CMD,13
36352,JED-NTH-JUAS-23,36352_Y1-RMU22655_ST_LOCK,1000,JED-NTH ABH AH321,36352 Y1/Lock/Unlock indication value,1000
36352,JED-NTH-JUAS-23,36352_Y1-RMU22655_ST_GND,1001,JED-NTH ABH AH321,36352 KY1 state,1001
36352,JED-NTH-JUAS-23,36352_TR1-RMU36352_ST_LOCK,1002,JED-NTH ABH AH321,36352 Q1/Lock/Unlock indication value,1002
36352,JED-NTH-JUAS-23,36352_TR1-RMU36352_ST_GND,1003,JED-NTH ABH AH321,36352 KQ1 state,1003
36352,JED-NTH-JUAS-23,36352_Y2-RMU28058_ST_LOCK,1004,JED-NTH ABH AH321,36352 Q2/Lock/Unlock indication value,1004
36352,JED-NTH-JUAS-23,36352_Y2-RMU28058_ST_GND,1005,JED-NTH ABH AH321,36352 KQ2 state,1005
36352,,,,JED-NTH ABH AH321,36352 Y2/Lock/Unlock indication value,1006
36352,,,,JED-NTH ABH AH321,36352 KY2 state,1007
36352,JED-NTH-JUAS-23,36352_BATT_LOW,1008,JED-NTH ABH AH321,36352 Battery low value,1008
36352,JED-NTH-JUAS-23,36352_GAS_LOW,1009,JED-NTH ABH AH321,36352 Gas low value,1009
36352,JED-NTH-JUAS-23,36352_AC_FAIL,1010,JED-NTH ABH AH321,36352 AC power fail value,1010
36352,JED-NTH-JUAS-23,36352_DOOR_OPENED,1011,JED-NTH ABH AH321,36352 Door open value,1011
36352,JED-NTH-JUAS-23,36352_DC_ST,1012,JED-NTH ABH AH321,36352 DC power fail value,1012
36352,JED-NTH-JUAS-23,36352_MOTOR_CRT_FAIL,1013,,,
36352,JED-NTH-JUAS-23,36352_RTU_FAIL,1277,JED-NTH ABH AH321,36352 RTU Self diagnostic value,1277
36352,JED-NTH-JUAS-23,36352_EFI,1278,JED-NTH ABH AH321,36352 EFI (Fault indication) value,1278
36352,JED-NTH-JUAS-23,36352_PROT_HEALTH,1279,JED-NTH ABH AH321,36352 Q1/Protection Health value,1279
36352,JED-NTH-JUAS-23,36352_PROT_TRIP_EFI,1280,JED-NTH ABH AH321,36352 Q1/Protection Trip (Earth fault) value,1280
36352,JED-NTH-JUAS-23,36352_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH321,36352 Q1/Protection Trip (Phase fault) value,1281
36352,,,,JED-NTH ABH AH321,36352 Q2/Protection Health value,1282
36352,,,,JED-NTH ABH AH321,36352 Q2/Protection Trip (Earth fault) value,1283
36352,,,,JED-NTH ABH AH321,36352 Q2/Protection Trip (Phase fault) value,1284
36352,JED-NTH-JUAS-23,36352_Y1-RMU22655_ST,11000,JED-NTH ABH AH321,36352 Y1 state,11000
36352,JED-NTH-JUAS-23,36352_TR1-RMU36352_ST,11001,JED-NTH ABH AH321,36352 Q1 state,11001
36352,JED-NTH-JUAS-23,36352_Y2-RMU28058_ST,11002,JED-NTH ABH AH321,36352 Q2 state,11002
36352,,,,JED-NTH ABH AH321,36352 Y2 state,11003
36352,JED-NTH-JUAS-23,36352_LR,11004,JED-NTH ABH AH321,36352 Remote/Local value,11004
36352,JED-NTH-JUAS-23,36352_Y1-RMU22655_AMP_A,13015,JED-NTH ABH AH321,36352 Y1 i_a_value(A),13015
